..\imagens_para_conversao\pulmbbob: .word 16, 16
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,117,126,0,0,0,
0,0,0,0,0,0,0,0,0,117,117,126,117,0,0,0,
0,0,0,0,0,0,0,0,116,117,117,118,117,0,0,0,
0,0,0,0,0,0,107,115,116,117,117,117,117,0,0,0,
0,0,0,0,0,106,107,108,117,117,117,117,117,0,0,0,
0,0,0,0,105,105,107,118,117,117,117,116,116,0,0,0,
0,0,0,0,97,105,107,117,117,117,116,107,0,0,0,0,
0,0,0,0,97,97,107,107,107,117,107,107,0,0,0,0,
0,0,0,0,89,98,99,107,107,106,105,106,0,0,0,0,
0,0,0,0,89,98,98,98,98,105,105,105,0,0,0,0,
0,0,0,0,97,98,98,97,97,97,0,0,0,0,0,0,
0,0,0,0,97,98,89,88,88,0,0,0,0,0,0,0,
0,0,0,89,97,89,88,0,0,0,0,0,0,0,0,0,
0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


